종목명,현재가,등락률,당일_게시글수,시장구분,어제_종가,게시물_요약,code
파라택시스코리아,455.0,+6.06%,37,KOSDAQ,429.0,AI 분석 불가,288330
명인제약,56100.0,+6.05%,18,KOSPI,,AI 분석 불가,317450
코오롱,66800.0,+6.03%,4,KOSPI,,AI 분석 불가,002020
팜스코,3310.0,+5.41%,1,KOSPI,,AI 분석 불가,036580
우리로,7300.0,+5.04%,236,KOSDAQ,6949.0,AI 분석 불가,046970
아이에이,138.0,+4.55%,11,KOSDAQ,131.0,AI 분석 불가,038880
삼성E&A,47700.0,+4.49%,652,KOSPI,,AI 분석 불가,028050
남선알미늄,2225.0,+4.46%,624,KOSPI,,AI 분석 불가,008350
호텔신라,45900.0,+4.44%,18,KOSPI,,AI 분석 불가,008770
보령,9510.0,+4.39%,47,KOSPI,,AI 분석 불가,003850
MH에탄올,5020.0,+4.37%,30,KOSPI,,AI 분석 불가,023150
화인베스틸,1300.0,+4.08%,1,KOSPI,,AI 분석 불가,133820
한화시스템,132700.0,+4.00%,157,KOSPI,,AI 분석 불가,272210
계양전기우,11430.0,+3.91%,52,KOSPI,,AI 분석 불가,012205
DL,65100.0,+3.83%,7,KOSPI,,AI 분석 불가,000210
PI첨단소재,21800.0,+3.81%,9,KOSPI,,AI 분석 불가,178920
한일철강,4015.0,+3.75%,3,KOSPI,,AI 분석 불가,002220
진원생명과학,807.0,+3.59%,22,KOSPI,,AI 분석 불가,011000
코리아써키트,69600.0,+3.57%,18,KOSPI,,AI 분석 불가,007810
파워넷,5430.0,+3.43%,98,KOSDAQ,5249.0,AI 분석 불가,037030
우성,22000.0,+3.29%,1,KOSPI,,AI 분석 불가,006980
RISE 미국S&P원유생산기업(합성 H),8100.0,+3.25%,1,KOSPI,,AI 분석 불가,219390
동국홀딩스,10560.0,+3.13%,4,KOSPI,,AI 분석 불가,001230
카카오,46200.0,+3.01%,110,KOSPI,,AI 분석 불가,035720
LG화학,326500.0,+3.00%,19,KOSPI,,AI 분석 불가,051910
일신석재,1518.0,+2.99%,3,KOSPI,,AI 분석 불가,007110
대덕전자,83400.0,+2.96%,9,KOSPI,,AI 분석 불가,353200
세아제강지주,247000.0,+2.92%,4,KOSPI,,AI 분석 불가,003030
솔루엠,16300.0,+2.84%,4,KOSPI,,AI 분석 불가,248070
한국석유,16980.0,+2.78%,36,KOSPI,16520.0,AI 분석 불가,004090
LG디스플레이,11240.0,+2.65%,156,KOSPI,10949.0,AI 분석 불가,034220
좋은사람들,1628.0,+2.65%,17,KOSDAQ,1585.0,AI 분석 불가,033340
흥아해운,3865.0,+1.98%,836,KOSPI,3789.0,AI 분석 불가,003280
SK하이닉스,902000.0,+1.81%,454,KOSPI,885964.0,AI 분석 불가,000660
GS건설,28500.0,+1.79%,43,KOSPI,27998.0,AI 분석 불가,006360
한국팩키지,2605.0,+1.17%,27,KOSDAQ,2574.0,AI 분석 불가,037230
대영포장,1283.0,+1.02%,56,KOSPI,1270.0,AI 분석 불가,014160
RISE 삼성전자SK하이닉스채권혼합50,10035.0,+0.70%,1,KOSPI,9965.0,AI 분석 불가,0162Z0
삼성전자,194300.0,+0.62%,1454,KOSPI,193102.0,AI 분석 불가,005930
대우건설,17390.0,+0.46%,421,KOSPI,17310.0,AI 분석 불가,047040
진흥기업,939.0,+0.43%,2,KOSPI,934.0,AI 분석 불가,002780
삼성전자우,129500.0,+0.31%,97,KOSPI,129099.0,AI 분석 불가,005935
후성,9910.0,+0.10%,113,KOSPI,9900.0,AI 분석 불가,093370
해성옵틱스,1377.0,-0.22%,21,KOSDAQ,1380.0,AI 분석 불가,076610
에코플라스틱,3990.0,-0.75%,82,KOSDAQ,4020.0,AI 분석 불가,038110
대한해운,2280.0,-1.08%,85,KOSPI,2304.0,AI 분석 불가,005880
KoAct 코스닥액티브,10985.0,-1.70%,49,KOSPI,11174.0,AI 분석 불가,0163Y0
한화생명,4430.0,-1.77%,33,KOSPI,4509.0,AI 분석 불가,088350
한온시스템,3685.0,-1.86%,66,KOSPI,3754.0,AI 분석 불가,018880
에스에너지,1910.0,-2.00%,20,KOSDAQ,1948.0,AI 분석 불가,095910
스코넥,340.0,-2.02%,71,KOSDAQ,347.0,AI 분석 불가,276040
이루온,3140.0,-2.03%,13,KOSDAQ,3205.0,AI 분석 불가,065440
신성이엔지,3495.0,-2.24%,119,KOSPI,3575.0,AI 분석 불가,011930
팬오션,5140.0,-2.28%,19,KOSPI,5259.0,AI 분석 불가,028670
조일알미늄,1563.0,-2.68%,37,KOSPI,1606.0,AI 분석 불가,018470
케이뱅크,6010.0,-2.75%,62,KOSPI,6179.0,AI 분석 불가,279570
SG세계물산,477.0,-2.85%,15,KOSPI,490.0,AI 분석 불가,004060
서울식품,166.0,-3.49%,11,KOSPI,172.0,AI 분석 불가,004410
아주IB투자,8640.0,-4.32%,39,KOSDAQ,9030.0,AI 분석 불가,027360
에이프로젠,281.0,-4.75%,58,KOSPI,295.0,AI 분석 불가,007460
우리기술,19575.0,-4.98%,271,KOSDAQ,20600.0,AI 분석 불가,032820
에이프로젠바이오로직스,241.0,-5.86%,12,KOSPI,256.0,AI 분석 불가,003060
알루코,2600.0,-6.47%,35,KOSPI,2779.0,AI 분석 불가,001780
대한광통신,12700.0,-6.55%,255,KOSDAQ,13590.0,AI 분석 불가,010170
다날,7270.0,-6.79%,401,KOSDAQ,7799.0,AI 분석 불가,064260
빛과전자,3120.0,-7.00%,36,KOSDAQ,3354.0,AI 분석 불가,069540
GS글로벌,3430.0,-7.05%,85,KOSPI,3690.0,AI 분석 불가,001250
KEC,1370.0,-8.36%,34,KOSPI,1494.0,AI 분석 불가,092220
모비릭스,2910.0,-10.19%,32,KOSDAQ,3240.0,AI 분석 불가,348030
피노,9150.0,-11.42%,184,KOSDAQ,10329.0,AI 분석 불가,033790
인스코비,423.0,-11.69%,56,KOSPI,478.0,AI 분석 불가,006490
제이케이시냅스,569.0,-14.18%,18,KOSDAQ,663.0,AI 분석 불가,060230
Unknown,,,1,KOSPI,,AI 분석 불가,252420
Unknown,,,3,KOSPI,,AI 분석 불가,006880
Unknown,,,5,KOSPI,,AI 분석 불가,005420
Unknown,,,41,KOSPI,,AI 분석 불가,000720
Unknown,,,1,KOSPI,,AI 분석 불가,009160
Unknown,,,25,KOSPI,,AI 분석 불가,011790
Unknown,,,40,KOSPI,,AI 분석 불가,321370
Unknown,,,9,KOSPI,,AI 분석 불가,123840
Unknown,,,16,KOSPI,,AI 분석 불가,101360
Unknown,,,6,KOSPI,,AI 분석 불가,084850
Unknown,,,6,KOSPI,,AI 분석 불가,083450
Unknown,,,21,KOSPI,,AI 분석 불가,222800
