시장구분,code,종목명,현재가,현재_외국인비중,어제_종가,어제_외국인비중,등락률,당일_게시글수,게시물_요약,감정분석,Top_Keyword,연속_등록
KOSPI,093240,형지엘리트,1412,4.96%,1363,4.76%,+3.60%,16,진짜 주포야 뭐다냐? / 애들아 / 천일 고속 처럼 연상가자 그만 처 눌리고 ㅋㅋ,Positive (100%),"이상, 상승했어요, 유증",False
KOSPI,005880,대한해운,1903,9.74%,1843,9.65%,+3.26%,38,말로는 상반기라 했는데..[1] / 대한해운 / 독구,Positive (60%),"대한해운, 다시, 주주연대",False
KOSPI,004310,현대약품,6280,1.27%,6110,1.28%,+2.78%,141,제가 물려있습니다. / 드디어 / 임상 3상 결과가 팩트다,Positive (78%),"이상, 현대약품, ㅋㅋ",False
KOSDAQ,032820,우리기술,3965,4.91%,3895,6.06%,+1.80%,58,■공매도[2] / 기관 매수. 후덜덜 좋구로[1] / 이놈은 글렀다[1],Negative (66%),"공매도, 오늘, ...",False
KOSPI,012610,경인양행,3725,3.09%,3665,3.04%,+1.64%,38,내일 무조건 크게가겠네요.~^^굿!!! / 날로먹을라는게 보이네 / 개미들 지분이 워낙 많으요,Positive (83%),"내일, 언제적, 이상",False
KOSDAQ,098460,고영,27250,19.25%,26950,19.71%,+1.11%,262,"국민성장펀드, HBM4·10나노급 D램 생... / 美신규 실업수당 청구 4.4만건 급증…팬데... / 오라클 영향같은데",Negative (64%),"고영, 오늘, 내일",False
KOSPI,034020,두산에너빌리티,77300,22.66%,76800,22.64%,+0.65%,221,SK하이닉스도 투경 / 어제 난 배민라이더로써 새로운 전설을 만들었... / 이거 왜 샀는데 떨어지기만 하나요?,Mixed,"ㅋㅋ, 오늘, 두빌",False
KOSPI,001520,동양,836,1.63%,834,1.48%,+0.24%,29,당분간 가두리~~[2] / 동양고속 / 건설주 아닌가,Positive (66%),"동양고속, 오후, 1000원에물려있다",False
KOSPI,005930,삼성전자,107300,52.25%,108000,52.21%,-0.65%,400,나스닥 반등중[1] / ★청탁현지~덮을라고 연예인들 기사 많이나오는듯...[1] / 다시 마음먹고 말아올리는데..,Negative (62%),"내일, 삼성전자, 삼전",False
KOSDAQ,0105P0,유진스팩12호,1985,0.00%,2000,,-0.75%,400,아까 3200원때 여기 들어간다고 다른 종...[1] / 딱 2천원[1] / 낼 누르면 매수 타임,Positive (51%),"유진, 스팩주, 오늘",False
KOSPI,015760,한국전력,48800,22.82%,49800,22.74%,-2.01%,127,외국인 소진률 올해기준 최고로군 / 어제 오늘 흐름 바라보는 눈 / 정치총재 수사가 필요하네,Mixed,"한전, 오늘, 전기요금",False
KOSDAQ,419080,엔젯,6800,0.23%,7040,0.00%,-3.41%,95,cb 발행까지... 내일 하안가...[2] / 삼성 유리기판 JWMT  MOU R&D 검사장비...[3] / 돈 잘 땡겼네[1],Positive (64%),"유리기판, 개잡주, 삼성",False
KOSDAQ,066430,아이로보틱스,1453,3.47%,1556,3.91%,-6.62%,14,속임수 음봉[3] / 방법과 기회 / 아이로보틱스 드디어ㅜㅜ,Positive (66%),"5%, 이상, 비닐이나",False
KOSPI,007460,에이프로젠,821,8.12%,910,8.84%,-9.78%,150,생물보안법![1] / 작전종목[2] / 평단 32100[1],Mixed,"어제, 오늘, 이상",False
KOSDAQ,950250,테라뷰,14480,0.00%,17030,0.00%,-14.97%,400,미장 반도체 아작나네 / 오늘도 / 쫄지마라  털리면 그냥 묵혀놔,Negative (61%),"시외, 내일, 시총",False
